lon_h3,target,stops_cnt,roads_cnt,amenity_cnt,Авторемонт и техобслуживание (СТО),Банки,Быстрое питание,Доставка готовых блюд,Женская одежда,Кафе,Овощи / Фрукты,Рестораны,Супермаркеты
30.36939793204111,40,46,7,279,9,12,61,7,127,11,10,7,35
30.360152148328226,12667,45,14,215,15,7,43,6,90,8,12,4,30
30.38909385803853,3,50,6,267,2,18,43,14,74,10,20,22,64
30.40458082491249,14250,42,6,202,9,10,29,8,50,16,15,20,45
30.40458082491249,94,42,6,202,9,10,29,8,50,16,15,20,45
30.382008132059774,5669,56,5,245,0,13,47,9,76,10,26,2,62
30.37888705961219,10123,51,5,220,0,12,43,7,71,8,23,2,54
30.37121346895388,89,37,10,191,20,12,25,4,17,12,14,17,70
30.3968984713127,405,17,7,149,64,2,19,4,10,16,13,0,21
30.395817590085723,80,17,5,149,64,2,19,4,10,16,13,0,21
30.31512637364353,6651,43,10,202,34,22,42,8,24,21,6,11,34
30.3192224334419,536,69,12,280,33,23,60,10,36,25,16,22,55
30.34961633475809,10916,24,4,207,20,4,13,4,108,10,5,7,36
30.355376333781603,92,30,7,262,52,7,16,4,108,13,4,7,51
30.35033893520844,14534,26,6,249,55,4,16,1,108,16,5,6,38
30.50490534046628,15761,35,10,149,5,7,26,3,58,2,11,4,33
30.504191896094227,3554,35,9,160,5,7,27,2,61,4,11,6,37
30.172738392689613,10073,26,15,101,10,7,12,0,25,8,10,3,26
30.11456878475994,97,11,8,101,22,0,16,7,9,11,3,0,33
30.2475021520757,10777,24,12,83,28,2,12,0,11,4,5,2,19
30.2475021520757,279,24,12,83,28,2,12,0,11,4,5,2,19
30.289068107233145,946,47,46,426,18,28,45,23,114,52,9,73,64
30.25981660383092,4728,15,20,58,0,3,23,2,0,18,0,6,6
30.285424612811468,4081,53,40,473,5,37,97,21,75,87,18,63,70
30.286776313099715,1947,21,56,167,5,6,12,6,25,44,3,36,30
30.277363562111724,93,59,31,532,5,43,110,19,92,96,20,60,87
30.275439301263468,6366,66,33,590,15,45,111,21,98,106,23,67,104
30.276999268663115,11296,58,31,545,8,43,110,17,98,100,20,62,87
30.267903927112496,1802,54,22,249,11,9,52,7,37,46,7,24,56
30.30400322777665,3274,79,62,791,5,53,112,28,256,112,12,99,114
30.283811843479903,105,48,39,212,6,14,37,0,74,22,5,17,37
30.29005582998712,16228,61,53,489,9,30,61,18,149,72,9,65,76
30.2904199140645,7999,56,56,506,9,34,57,17,158,76,11,66,78
30.2192683395908,8762,43,9,170,4,9,28,9,39,11,17,14,39
30.23154610263402,10450,61,14,243,15,13,40,2,60,14,21,15,63
30.23264296965499,1003,50,16,248,3,15,43,2,79,12,23,12,59
30.235029098480457,96,51,16,209,15,11,41,1,58,14,17,7,45
30.23135416088348,14512,44,17,155,3,6,23,1,30,11,14,18,49
30.21108942114276,87,29,4,168,15,7,28,9,55,10,8,6,30
30.214011390852843,100,58,7,207,22,13,32,10,35,10,15,11,59
30.18833342017266,5341,37,7,152,15,10,18,8,22,6,16,6,51
30.205602844043792,13222,41,9,147,6,9,17,7,47,9,10,3,39
30.205602844043792,165,41,9,147,6,9,17,7,47,9,10,3,39
30.22836366648032,9451,47,8,245,39,8,49,5,63,9,11,13,48
30.24838366652074,5927,43,12,174,8,10,17,4,71,6,8,11,39
30.21903809849665,13351,53,7,154,13,6,21,12,34,5,6,9,48
30.148599925998585,4762,39,19,186,0,2,42,9,47,13,8,19,46
30.144680274522504,21314,26,16,177,0,2,41,9,47,11,8,19,40
30.17920669220796,14243,27,13,34,2,1,7,1,5,2,1,3,12
30.278099906151823,862,27,29,242,61,11,33,1,57,28,6,7,38
30.272697839178065,12770,36,27,223,54,10,31,2,54,24,5,7,36
30.27628045267076,28,46,23,262,66,7,36,9,51,30,6,15,42
30.297894739590703,3248,25,29,156,36,2,49,1,8,22,3,5,30
30.29451848432974,388,40,42,156,8,3,43,1,8,31,3,13,46
30.309281731567967,91,54,52,245,8,15,51,8,16,50,5,34,58
30.279136490795043,784,59,31,213,59,2,22,8,17,31,4,20,50
30.31940474345681,2141,28,19,208,28,13,46,8,16,22,10,12,53
30.301739735322943,11523,26,28,167,38,2,49,1,13,23,3,8,30
30.301739735322943,303,26,28,167,38,2,49,1,13,23,3,8,30
30.25165488085996,665,22,8,68,30,0,4,7,3,5,2,3,14
30.25838010307002,12504,55,14,196,24,13,25,5,69,13,2,5,40
30.26497066060786,7672,46,17,205,43,13,23,5,65,14,2,2,38
30.16737263533488,167,3,23,9,3,0,1,0,0,2,0,3,0
30.09664978748923,613,10,3,21,3,0,3,3,0,2,0,0,10
30.09318246813271,12160,10,2,21,3,0,3,3,0,2,0,0,10
30.31584127339204,3050,30,16,210,4,17,23,8,65,6,10,33,44
30.320684607818844,12161,49,16,183,13,18,28,1,43,9,13,22,36
30.32104863711025,85,50,16,208,18,18,28,2,43,13,15,26,45
30.32381639135756,4656,50,12,223,11,27,27,1,50,12,20,24,51
30.32381639135756,92,50,12,223,11,27,27,1,50,12,20,24,51
30.312089021069315,7552,40,15,227,26,2,37,10,80,4,14,16,38
30.309064809270406,4429,47,14,223,39,1,33,8,65,3,16,16,42
30.33088960715197,14108,31,8,287,35,4,46,0,143,7,13,14,25
30.347657680432263,40,19,6,158,65,0,33,2,46,10,0,0,2
30.33223400754708,9723,66,11,553,27,36,77,13,256,14,36,26,68
30.33223400754708,89,66,11,553,27,36,77,13,256,14,36,26,68
30.355765879425483,13836,56,12,178,21,8,24,11,30,11,29,6,38
30.334528547918644,131,66,9,564,20,42,74,12,254,15,41,29,77
30.292879746800526,12322,34,39,74,19,2,3,3,0,8,5,2,32
30.34341449650303,817,58,17,213,25,7,30,4,96,16,7,7,21
30.35330131669945,8819,42,20,322,48,9,45,13,140,15,8,11,33
30.35123944550733,262,45,16,148,15,12,33,7,14,10,10,7,40
30.339472798211748,339,45,31,125,22,5,21,2,10,25,5,5,30
30.338522800167805,55,47,44,118,22,6,24,2,6,23,7,6,22
30.35341571493647,12522,45,18,306,37,11,44,8,149,15,11,8,23
30.365938640426744,105,49,13,164,25,11,34,7,20,13,10,11,33
30.29755876678478,89,41,33,163,8,11,24,3,23,28,15,15,36
30.308755791138022,1052,37,28,162,2,11,24,1,22,34,15,13,40
30.29438597786657,2319,47,10,368,39,26,43,11,153,26,16,11,43
30.298711736242826,10202,39,15,356,36,22,39,10,153,25,14,14,43
30.30879655396248,13533,75,43,543,18,40,56,23,156,82,8,78,82
30.313011947239183,90,81,43,605,8,41,76,27,178,93,12,87,83
30.30759800918761,2258,65,50,547,11,41,56,27,164,84,8,76,80
30.29989469995875,23,73,46,536,14,34,60,27,156,74,11,78,82
30.406323183701325,102,73,8,308,38,18,44,5,68,15,23,14,83
30.40946117555245,20679,51,8,216,36,16,30,3,51,12,13,8,47
30.41368378432071,3628,63,10,276,38,19,31,6,66,18,19,10,69
30.41006885555737,88,24,6,25,0,0,7,0,2,0,3,0,13
30.434899890863605,8979,18,4,48,34,0,1,5,0,1,1,0,6
30.43564100168852,4403,28,6,175,76,14,18,1,25,10,7,2,22
30.43515345541719,376,22,6,98,68,1,1,3,6,4,1,0,14
30.37857831753892,2362,19,9,38,2,1,3,1,4,2,7,2,16
30.376530571269093,9703,47,9,83,4,4,6,1,13,4,11,4,36
30.367479089171265,12377,39,10,123,5,2,21,3,27,4,16,11,34
30.390154896526145,14902,50,8,201,5,14,35,6,57,3,18,14,49
30.38062030184508,92,53,9,145,10,11,33,4,29,4,16,4,34
30.398356366320623,9874,52,8,349,6,35,58,2,134,15,23,9,67
30.398356366320623,74,52,8,349,6,35,58,2,134,15,23,9,67
30.400285374993583,115,50,8,355,6,35,56,2,134,15,23,9,75
30.38449123284833,8592,39,8,300,10,26,50,5,126,17,14,9,43
30.24016627576777,18515,15,8,165,25,0,38,16,8,11,11,7,49
30.24016627576777,751,15,8,165,25,0,38,16,8,11,11,7,49
30.25619828989648,9848,78,18,433,10,44,49,18,180,24,21,13,74
30.22828691778552,12457,34,9,144,11,4,32,9,8,13,11,13,43
30.246025015779164,3860,56,7,205,18,11,25,11,35,12,24,8,61
30.2455607052654,10166,70,9,236,14,26,28,10,50,14,27,7,60
30.255068354416306,89,42,10,191,56,3,39,2,55,10,7,5,14
30.26011765854506,7926,42,11,200,70,2,38,2,55,9,7,5,12
30.272247157931247,493,27,12,209,79,6,18,1,75,6,5,7,12
30.2657965179861,1608,35,17,172,45,3,37,3,52,9,7,6,10
30.241947871673823,758,34,13,189,43,5,50,5,54,9,8,1,14
30.25646393948639,4832,76,14,457,65,28,61,9,194,21,12,12,55
30.248656045305232,376,45,11,175,80,3,28,4,28,7,3,0,22
30.27115207857823,10094,41,10,334,69,24,29,5,145,10,8,14,30
30.29449156938079,12819,46,15,367,26,22,43,10,160,29,16,15,46
30.26208192254204,1319,68,17,392,13,48,51,13,141,22,20,15,69
30.25968810577241,10309,77,17,467,13,45,48,15,207,26,22,15,76
30.25968810577241,103,77,17,467,13,45,48,15,207,26,22,15,76
30.27234941157371,4169,62,11,410,67,32,44,7,155,18,17,15,55
30.20846227563324,1164,50,12,349,25,12,68,5,83,29,17,25,85
30.209288642672984,108,38,11,256,15,10,51,11,31,19,14,22,83
30.22554625761024,7628,37,7,127,6,6,17,10,38,8,9,7,26
30.22554625761024,87,37,7,127,6,6,17,10,38,8,9,7,26
30.219101110362743,6522,33,7,374,28,26,54,10,159,29,8,18,42
30.217541305978315,10523,29,7,341,22,25,44,11,145,28,8,18,40
30.22753839708634,2535,21,10,133,13,12,22,8,31,6,2,10,29
30.20525043940497,11759,42,10,359,28,27,43,5,134,31,10,14,67
30.20525043940497,94,42,10,359,28,27,43,5,134,31,10,14,67
30.2196561356702,489,33,8,173,34,13,32,5,16,15,7,8,43
30.21011026355629,95,11,5,185,2,10,19,7,94,8,3,14,28
